Application_ID,Beneficiary_ID,Officer_ID,Application_Date,Application_Mode,Documents_Submitted,Income_Certificate,Aadhaar_Verified,Status,Rejection_Reason
APP000311,BEN004928,OFF0091,2025-03-23,District Office,Yes,No,No,Pending,
APP000312,BEN009131,OFF0068,2024-09-03,CSC Center,No,Yes,No,Pending,
APP000313,BEN001296,OFF0058,2025-08-13,Mobile Camp,Yes,Yes,No,Rejected,Income Above Limit
APP000314,BEN006180,OFF0087,2025-01-10,Online,Yes,Yes,Yes,Approved,
APP000315,BEN007855,OFF0027,2025-02-11,Hospital,Yes,Yes,Yes,Rejected,Duplicate Application
APP000316,BEN001923,OFF0096,2025-12-11,District Office,Yes,Yes,No,Under Verification,
APP000317,BEN003922,OFF0071,2025-07-22,Hospital,No,No,No,Approved,
APP000318,BEN005054,OFF0034,2024-12-23,District Office,No,Yes,No,Approved,
APP000319,BEN005247,OFF0027,2025-09-01,District Office,Yes,Yes,Yes,Approved,
APP000320,BEN000266,OFF0034,2024-10-20,Mobile Camp,No,No,Yes,Approved,
APP000321,BEN003215,OFF0043,2026-01-22,Mobile Camp,Yes,No,No,Approved,
APP000322,BEN004217,OFF0098,2026-07-06,District Office,No,Yes,No,Rejected,Not Eligible
APP000323,BEN002774,OFF0018,2026-05-26,District Office,Yes,Yes,Yes,Approved,
APP000324,BEN001218,OFF0086,2025-09-26,Online,No,Yes,Yes,Pending,
APP000325,BEN001114,OFF0091,2025-09-30,CSC Center,No,No,Yes,Approved,
APP000326,BEN007917,OFF0085,2025-07-12,Online,No,Yes,Yes,Approved,
APP000327,BEN008674,OFF0093,2025-01-14,Hospital,Yes,No,Yes,Approved,
APP000328,BEN001754,OFF0013,2026-03-11,CSC Center,Yes,No,No,Approved,
APP000329,BEN004380,OFF0051,2025-07-12,District Office,No,Yes,Yes,Pending,
APP000330,BEN004915,OFF0088,2026-03-29,Online,Yes,No,No,Rejected,Income Above Limit
APP000331,BEN006180,OFF0071,2025-05-22,Online,Yes,Yes,No,Approved,
APP000332,BEN007110,OFF0083,2024-12-04,Online,Yes,Yes,Yes,Rejected,Address Mismatch
APP000333,BEN009287,OFF0061,2024-09-21,Online,No,Yes,Yes,Approved,
APP000334,BEN005153,OFF0003,2024-09-23,Mobile Camp,Yes,No,Yes,Under Verification,
APP000335,BEN004904,OFF0021,2025-12-03,Mobile Camp,No,No,No,Approved,
APP000336,BEN002293,OFF0089,2025-06-09,Mobile Camp,No,Yes,Yes,Approved,
APP000337,BEN007162,OFF0030,2025-04-11,Mobile Camp,No,No,Yes,Rejected,Duplicate Application
APP000338,BEN004479,OFF0058,2025-06-04,Hospital,No,No,Yes,Approved,
APP000339,BEN009599,OFF0085,2025-05-25,Mobile Camp,No,Yes,Yes,Approved,
APP000340,BEN001345,OFF0035,2025-07-07,CSC Center,No,No,No,Approved,
APP000341,BEN001746,OFF0012,2026-05-11,Hospital,No,No,No,Pending,
APP000342,BEN001675,OFF0017,2026-01-27,District Office,No,No,Yes,Pending,
APP000343,BEN000431,OFF0012,2024-08-21,Online,No,No,Yes,Approved,
APP000344,BEN004782,OFF0053,2025-12-15,Online,Yes,Yes,No,Approved,
APP000345,BEN002778,OFF0018,2025-11-29,Hospital,No,Yes,Yes,Approved,
APP000346,BEN002740,OFF0056,2025-11-23,Hospital,No,Yes,No,Approved,
APP000347,BEN004124,OFF0032,2024-09-24,District Office,Yes,No,Yes,Approved,
APP000348,BEN002220,OFF0039,2024-08-26,District Office,No,No,No,Pending,
APP000349,BEN007213,OFF0043,2025-05-18,Mobile Camp,Yes,No,No,Approved,
APP000350,BEN009884,OFF0089,2026-01-26,Hospital,Yes,No,No,Approved,
APP000351,BEN004776,OFF0095,2025-03-30,District Office,Yes,No,No,Approved,
APP000352,BEN004593,OFF0051,2026-03-23,Mobile Camp,Yes,Yes,Yes,Approved,
APP000353,BEN007564,OFF0091,2026-05-10,Hospital,Yes,No,No,Approved,
APP000354,BEN002281,OFF0082,2024-10-02,Hospital,Yes,No,No,Approved,
APP000355,BEN001212,OFF0058,2025-01-19,District Office,No,No,Yes,Under Verification,
APP000356,BEN005891,OFF0090,2024-12-05,Mobile Camp,Yes,Yes,Yes,Rejected,Address Mismatch
APP000357,BEN005817,OFF0022,2024-12-04,Online,No,No,No,Approved,
APP000358,BEN001736,OFF0002,2025-08-30,CSC Center,Yes,No,No,Pending,
APP000359,BEN006409,OFF0060,2025-06-23,Mobile Camp,Yes,No,Yes,Rejected,Address Mismatch
APP000360,BEN007910,OFF0014,2024-10-26,Online,Yes,Yes,No,Approved,
APP000361,BEN005111,OFF0044,2025-06-02,CSC Center,No,No,No,Approved,
APP000362,BEN001600,OFF0057,2024-11-29,District Office,No,Yes,No,Approved,
APP000363,BEN000733,OFF0091,2025-02-11,Hospital,Yes,Yes,Yes,Pending,
APP000364,BEN008455,OFF0023,2025-07-04,Hospital,No,No,Yes,Approved,
APP000365,BEN006637,OFF0081,2025-01-20,District Office,No,Yes,Yes,Approved,
APP000366,BEN007366,OFF0076,2026-05-20,Online,Yes,Yes,No,Approved,
APP000367,BEN001026,OFF0074,2026-06-27,Mobile Camp,Yes,No,No,Pending,
APP000368,BEN003229,OFF0059,2024-09-06,District Office,No,No,No,Pending,
APP000369,BEN009618,OFF0015,2025-06-19,District Office,Yes,No,Yes,Approved,
APP000370,BEN002195,OFF0041,2026-03-29,Hospital,Yes,Yes,No,Pending,
APP000371,BEN002317,OFF0066,2026-05-10,Mobile Camp,Yes,No,No,Approved,
APP000372,BEN003044,OFF0063,2026-05-05,CSC Center,Yes,No,No,Approved,
APP000373,BEN002299,OFF0024,2025-09-10,District Office,Yes,No,Yes,Approved,
APP000374,BEN007940,OFF0018,2024-09-24,District Office,No,No,No,Approved,
APP000375,BEN006810,OFF0091,2024-08-18,CSC Center,Yes,Yes,Yes,Rejected,Invalid Aadhaar
APP000376,BEN004786,OFF0005,2025-11-28,Mobile Camp,No,Yes,No,Approved,
APP000377,BEN009268,OFF0096,2025-09-02,Mobile Camp,Yes,Yes,No,Rejected,Invalid Aadhaar
APP000378,BEN008899,OFF0047,2026-04-20,Online,No,Yes,No,Approved,
APP000379,BEN001678,OFF0095,2024-07-21,Hospital,Yes,No,No,Rejected,Incomplete Documents
APP000380,BEN005712,OFF0012,2024-09-20,Online,Yes,Yes,No,Approved,
APP000381,BEN009999,OFF0081,2026-06-29,Mobile Camp,Yes,Yes,Yes,Approved,
APP000382,BEN000973,OFF0073,2026-02-15,Hospital,Yes,No,No,Approved,
APP000383,BEN004741,OFF0074,2026-04-30,Mobile Camp,Yes,Yes,No,Approved,
APP000384,BEN000972,OFF0036,2025-01-09,CSC Center,Yes,Yes,No,Rejected,Incomplete Documents
APP000385,BEN004056,OFF0098,2024-11-16,District Office,Yes,No,No,Rejected,Invalid Aadhaar
APP000386,BEN006147,OFF0058,2025-05-21,Online,No,No,No,Pending,
APP000387,BEN007450,OFF0063,2025-07-22,Online,Yes,No,No,Approved,
APP000388,BEN001038,OFF0069,2025-07-18,District Office,Yes,No,No,Approved,
APP000389,BEN005290,OFF0037,2024-12-23,Mobile Camp,Yes,No,No,Approved,
APP000390,BEN000794,OFF0006,2026-05-12,District Office,Yes,Yes,Yes,Pending,
APP000391,BEN007231,OFF0059,2025-05-17,District Office,Yes,Yes,No,Pending,
APP000392,BEN002605,OFF0036,2026-06-10,Hospital,No,Yes,No,Pending,
APP000393,BEN002712,OFF0007,2024-08-24,Hospital,Yes,No,Yes,Approved,
APP000394,BEN001560,OFF0001,2024-11-14,Online,Yes,Yes,No,Approved,
APP000395,BEN000153,OFF0002,2025-04-30,Online,No,Yes,No,Approved,
APP000396,BEN001161,OFF0030,2024-07-11,Online,Yes,No,No,Approved,
APP000397,BEN004903,OFF0018,2025-05-09,CSC Center,Yes,Yes,Yes,Approved,
APP000398,BEN010000,OFF0084,2025-01-31,Hospital,Yes,Yes,No,Approved,
APP000399,BEN007249,OFF0028,2026-06-29,Online,Yes,Yes,No,Pending,
APP000400,BEN005760,OFF0055,2026-03-11,CSC Center,Yes,No,Yes,Approved,
APP000401,BEN004066,OFF0071,2026-03-11,Mobile Camp,No,Yes,No,Approved,
APP000402,BEN003367,OFF0067,2025-06-28,CSC Center,No,No,Yes,Approved,
APP000403,BEN003922,OFF0064,2025-02-16,CSC Center,No,Yes,Yes,Approved,
APP000404,BEN005917,OFF0041,2025-06-03,Mobile Camp,No,No,Yes,Pending,
APP000405,BEN007718,OFF0099,2026-01-02,Mobile Camp,Yes,Yes,No,Pending,
APP000406,BEN003535,OFF0006,2026-01-28,District Office,No,No,No,Under Verification,
APP000407,BEN006591,OFF0011,2026-03-10,Mobile Camp,Yes,No,Yes,Approved,
APP000408,BEN005078,OFF0011,2025-09-14,CSC Center,Yes,No,No,Approved,
APP000409,BEN009609,OFF0082,2025-12-06,Online,No,No,Yes,Rejected,Not Eligible
APP000410,BEN000949,OFF0032,2026-01-19,District Office,Yes,No,Yes,Pending,
APP000411,BEN005068,OFF0086,2025-07-23,CSC Center,Yes,Yes,Yes,Approved,
APP000412,BEN000186,OFF0021,2024-11-07,Hospital,No,Yes,No,Approved,
APP000413,BEN002080,OFF0096,2024-12-04,Online,Yes,No,No,Rejected,Duplicate Application
APP000414,BEN004457,OFF0068,2025-02-25,Mobile Camp,Yes,No,No,Pending,
APP000415,BEN008369,OFF0047,2024-12-26,Mobile Camp,Yes,No,Yes,Pending,
APP000416,BEN004180,OFF0099,2024-08-24,Mobile Camp,Yes,Yes,Yes,Pending,
APP000417,BEN000722,OFF0002,2025-10-02,District Office,No,No,Yes,Approved,
APP000418,BEN002933,OFF0005,2026-02-01,District Office,Yes,No,Yes,Approved,
APP000419,BEN006820,OFF0093,2025-09-04,Online,No,Yes,Yes,Approved,
APP000420,BEN002939,OFF0029,2024-08-26,District Office,Yes,No,No,Rejected,Income Above Limit
APP000421,BEN005091,OFF0042,2026-02-10,District Office,Yes,No,Yes,Pending,
APP000422,BEN004778,OFF0073,2025-03-10,Mobile Camp,Yes,No,No,Rejected,Not Eligible
APP000423,BEN009695,OFF0064,2024-08-23,CSC Center,Yes,Yes,Yes,Under Verification,
APP000424,BEN006719,OFF0004,2024-08-17,Hospital,Yes,No,Yes,Approved,
APP000425,BEN006165,OFF0095,2025-10-06,Online,Yes,Yes,No,Approved,
APP000426,BEN008062,OFF0008,2025-07-15,CSC Center,No,Yes,Yes,Under Verification,
APP000427,BEN003793,OFF0067,2025-08-04,Hospital,No,Yes,Yes,Approved,
APP000428,BEN008281,OFF0018,2026-06-24,District Office,Yes,Yes,No,Approved,
APP000429,BEN002142,OFF0031,2026-05-03,Hospital,No,No,No,Approved,
APP000430,BEN007418,OFF0035,2025-08-26,CSC Center,Yes,Yes,Yes,Approved,
APP000431,BEN001732,OFF0022,2024-11-09,Hospital,No,Yes,No,Approved,
APP000432,BEN003402,OFF0058,2024-08-23,Hospital,Yes,Yes,Yes,Approved,
APP000433,BEN004985,OFF0091,2025-08-08,Online,Yes,No,Yes,Approved,
APP000434,BEN001495,OFF0092,2024-09-10,Hospital,No,Yes,No,Approved,
APP000435,BEN004263,OFF0023,2026-05-02,District Office,No,Yes,Yes,Pending,
APP000436,BEN007571,OFF0014,2024-12-01,Online,Yes,Yes,Yes,Rejected,Incomplete Documents
APP000437,BEN002142,OFF0026,2024-09-01,Online,No,Yes,Yes,Rejected,Duplicate Application
APP000438,BEN001057,OFF0026,2025-10-15,District Office,Yes,Yes,No,Under Verification,
APP000439,BEN002008,OFF0006,2024-08-31,Online,Yes,No,No,Under Verification,
APP000440,BEN008129,OFF0004,2025-12-16,District Office,Yes,No,Yes,Approved,
APP000441,BEN003067,OFF0036,2026-05-10,CSC Center,Yes,Yes,No,Approved,
APP000442,BEN008174,OFF0053,2025-01-08,Online,Yes,No,No,Rejected,Invalid Aadhaar
APP000443,BEN002249,OFF0054,2025-05-19,Mobile Camp,Yes,Yes,No,Approved,
APP000444,BEN005884,OFF0062,2024-10-11,District Office,No,No,No,Approved,
APP000445,BEN004431,OFF0024,2026-06-01,Mobile Camp,Yes,Yes,No,Pending,
APP000446,BEN000960,OFF0061,2025-09-25,Mobile Camp,Yes,Yes,Yes,Approved,
APP000447,BEN004061,OFF0085,2025-01-17,Mobile Camp,Yes,Yes,No,Approved,
APP000448,BEN005814,OFF0023,2025-10-02,Mobile Camp,No,No,Yes,Approved,
APP000449,BEN005762,OFF0073,2025-10-14,Mobile Camp,Yes,No,No,Approved,
APP000450,BEN002877,OFF0063,2024-08-09,Online,Yes,Yes,Yes,Pending,
APP000451,BEN008626,OFF0062,2025-11-03,Mobile Camp,Yes,Yes,No,Pending,
APP000452,BEN002908,OFF0042,2024-09-11,CSC Center,Yes,Yes,No,Pending,
APP000453,BEN001189,OFF0048,2025-05-31,District Office,Yes,No,No,Approved,
APP000454,BEN005286,OFF0018,2025-12-02,District Office,No,No,Yes,Under Verification,
APP000455,BEN009208,OFF0089,2025-10-06,Hospital,Yes,Yes,No,Rejected,Address Mismatch
APP000456,BEN005027,OFF0094,2025-09-22,CSC Center,Yes,Yes,No,Approved,
APP000457,BEN009298,OFF0005,2025-08-20,Hospital,Yes,Yes,No,Approved,
APP000458,BEN002305,OFF0043,2025-03-12,CSC Center,No,No,Yes,Approved,
APP000459,BEN001454,OFF0091,2026-07-06,Hospital,No,Yes,No,Approved,
APP000460,BEN003436,OFF0032,2025-01-28,Hospital,No,Yes,Yes,Approved,
APP000461,BEN000789,OFF0050,2024-12-15,District Office,Yes,No,No,Approved,
APP000462,BEN006205,OFF0045,2025-12-12,Online,No,Yes,Yes,Approved,
APP000463,BEN007394,OFF0010,2026-01-17,Hospital,Yes,No,No,Rejected,Income Above Limit
APP000464,BEN001716,OFF0010,2025-03-11,District Office,Yes,Yes,Yes,Approved,
APP000465,BEN005537,OFF0077,2025-01-11,District Office,Yes,No,Yes,Under Verification,
APP000466,BEN009951,OFF0056,2025-02-01,Online,No,Yes,Yes,Approved,
APP000467,BEN006706,OFF0090,2025-05-13,Mobile Camp,No,No,No,Approved,
APP000468,BEN003892,OFF0013,2024-10-19,Mobile Camp,No,Yes,Yes,Pending,
APP000469,BEN005912,OFF0001,2025-12-13,Hospital,No,Yes,Yes,Approved,
APP000470,BEN000422,OFF0027,2025-11-23,Hospital,Yes,No,Yes,Approved,
APP000471,BEN005053,OFF0051,2025-02-28,Hospital,Yes,No,Yes,Approved,
APP000472,BEN006079,OFF0049,2025-06-30,District Office,Yes,No,No,Approved,
APP000473,BEN007620,OFF0034,2025-03-12,Hospital,Yes,Yes,Yes,Approved,
APP000474,BEN001405,OFF0086,2026-07-01,Mobile Camp,No,Yes,Yes,Approved,
APP000475,BEN006343,OFF0067,2026-02-13,Mobile Camp,No,Yes,No,Approved,
APP000476,BEN004897,OFF0011,2026-07-06,Online,Yes,Yes,No,Approved,
APP000477,BEN002833,OFF0022,2024-09-04,CSC Center,Yes,Yes,No,Under Verification,
APP000478,BEN001284,OFF0088,2024-07-17,CSC Center,No,No,Yes,Approved,
APP000479,BEN001426,OFF0050,2025-06-30,Mobile Camp,No,No,No,Approved,
APP000480,BEN000203,OFF0090,2025-11-04,Mobile Camp,No,Yes,No,Approved,
APP000481,BEN002452,OFF0019,2025-09-20,Mobile Camp,Yes,Yes,Yes,Approved,
APP000482,BEN004688,OFF0069,2024-09-25,Hospital,No,No,No,Rejected,Invalid Aadhaar
APP000483,BEN000614,OFF0023,2024-09-04,CSC Center,No,Yes,No,Approved,
APP000484,BEN005432,OFF0089,2025-08-31,District Office,No,No,Yes,Approved,
APP000485,BEN005536,OFF0039,2024-12-22,District Office,Yes,Yes,Yes,Approved,
APP000486,BEN004924,OFF0096,2025-08-06,Hospital,No,No,Yes,Approved,
APP000487,BEN003080,OFF0057,2025-01-31,District Office,No,No,Yes,Approved,
APP000488,BEN008443,OFF0021,2024-10-20,Mobile Camp,No,Yes,Yes,Pending,
APP000489,BEN002847,OFF0025,2026-07-04,Online,Yes,Yes,No,Rejected,Incomplete Documents
APP000490,BEN000829,OFF0047,2025-04-07,Hospital,No,No,No,Approved,
APP000491,BEN002030,OFF0088,2026-05-25,Hospital,No,No,Yes,Pending,
APP000492,BEN007776,OFF0076,2024-09-01,Hospital,Yes,No,Yes,Approved,
APP000493,BEN004671,OFF0004,2026-05-23,CSC Center,Yes,Yes,Yes,Approved,
APP000494,BEN003388,OFF0035,2025-01-15,Mobile Camp,Yes,Yes,No,Approved,
APP000495,BEN002168,OFF0083,2025-04-23,Online,Yes,No,No,Approved,
APP000496,BEN004512,OFF0055,2025-02-16,District Office,No,Yes,No,Rejected,Duplicate Application
APP000497,BEN004951,OFF0087,2024-11-09,Mobile Camp,No,Yes,Yes,Approved,
APP000498,BEN008381,OFF0085,2025-06-15,Hospital,No,No,Yes,Under Verification,
APP000499,BEN007893,OFF0009,2026-04-18,Hospital,No,No,No,Approved,
APP000500,BEN004896,OFF0025,2025-09-04,CSC Center,Yes,No,No,Pending,
APP000501,BEN002293,OFF0093,2026-01-07,District Office,No,No,No,Pending,
APP000502,BEN006629,OFF0050,2025-03-01,Mobile Camp,Yes,No,Yes,Approved,
APP000503,BEN008760,OFF0082,2025-10-28,Hospital,No,Yes,Yes,Rejected,Not Eligible
APP000504,BEN004814,OFF0013,2026-03-28,Hospital,Yes,No,Yes,Approved,
APP000505,BEN003642,OFF0046,2025-11-29,Hospital,No,No,No,Approved,
APP000506,BEN004270,OFF0075,2025-08-24,Online,No,Yes,Yes,Approved,
APP000507,BEN007737,OFF0025,2024-07-16,District Office,No,No,Yes,Approved,
APP000508,BEN002471,OFF0018,2025-12-10,Hospital,No,No,Yes,Under Verification,
APP000509,BEN005184,OFF0092,2026-04-05,Online,No,No,Yes,Approved,
APP000510,BEN005135,OFF0082,2025-09-13,District Office,No,Yes,Yes,Pending,
APP000511,BEN009442,OFF0098,2025-02-27,Online,Yes,No,No,Approved,
APP000512,BEN006610,OFF0055,2026-07-03,District Office,Yes,Yes,Yes,Under Verification,
APP000513,BEN006113,OFF0002,2025-12-07,CSC Center,Yes,Yes,Yes,Rejected,Address Mismatch
APP000514,BEN003708,OFF0089,2024-09-28,CSC Center,Yes,No,No,Rejected,Duplicate Application
APP000515,BEN002737,OFF0009,2026-07-09,Hospital,No,No,No,Rejected,Duplicate Application
APP000516,BEN002193,OFF0044,2026-05-23,District Office,No,Yes,Yes,Under Verification,
APP000517,BEN006610,OFF0003,2024-10-22,CSC Center,Yes,Yes,Yes,Approved,
APP000518,BEN002018,OFF0047,2025-01-31,Online,No,No,Yes,Approved,
APP000519,BEN009731,OFF0007,2024-10-07,Online,Yes,Yes,No,Approved,
APP000520,BEN007280,OFF0049,2026-06-01,Hospital,No,Yes,Yes,Pending,
APP000521,BEN000153,OFF0039,2024-10-01,Online,No,Yes,No,Approved,
APP000522,BEN001719,OFF0066,2026-02-06,Online,No,Yes,Yes,Approved,
APP000523,BEN008155,OFF0026,2025-09-12,Hospital,Yes,No,No,Approved,
APP000524,BEN004840,OFF0021,2024-11-07,District Office,Yes,No,No,Pending,
APP000525,BEN003843,OFF0001,2025-02-06,Online,Yes,No,Yes,Pending,
APP000526,BEN001476,OFF0100,2025-02-13,Online,No,Yes,No,Approved,
APP000527,BEN004851,OFF0034,2025-10-22,Online,Yes,Yes,No,Approved,
APP000528,BEN005902,OFF0087,2024-12-20,Online,Yes,Yes,Yes,Approved,
APP000529,BEN002268,OFF0085,2026-01-18,Hospital,No,No,No,Approved,
APP000530,BEN001523,OFF0048,2025-04-02,Online,No,No,No,Rejected,Incomplete Documents
APP000531,BEN004454,OFF0050,2024-12-15,District Office,No,Yes,Yes,Approved,
APP000532,BEN002172,OFF0090,2025-12-25,CSC Center,Yes,No,No,Approved,
APP000533,BEN009322,OFF0087,2025-11-14,Mobile Camp,No,No,Yes,Approved,
APP000534,BEN002141,OFF0062,2026-05-03,Online,No,No,Yes,Under Verification,
APP000535,BEN001038,OFF0034,2025-01-31,Online,Yes,No,Yes,Approved,
APP000536,BEN007092,OFF0085,2025-08-06,District Office,No,No,Yes,Approved,
APP000537,BEN009148,OFF0079,2025-07-24,CSC Center,No,No,Yes,Pending,
APP000538,BEN001227,OFF0097,2025-01-21,CSC Center,No,No,Yes,Approved,
APP000539,BEN008306,OFF0029,2026-06-13,District Office,No,Yes,Yes,Approved,
APP000540,BEN007522,OFF0057,2026-06-15,Online,No,No,No,Rejected,Invalid Aadhaar
APP000541,BEN001945,OFF0064,2026-04-28,Online,Yes,No,No,Approved,
APP000542,BEN000588,OFF0072,2024-08-18,Online,No,Yes,No,Approved,
APP000543,BEN005585,OFF0047,2024-09-19,District Office,No,No,No,Rejected,Incomplete Documents
APP000544,BEN007415,OFF0015,2025-11-14,CSC Center,Yes,No,No,Pending,
APP000545,BEN004784,OFF0071,2025-06-04,Online,Yes,Yes,No,Approved,
APP000546,BEN002302,OFF0092,2026-04-15,District Office,Yes,No,Yes,Approved,
APP000547,BEN003073,OFF0016,2025-02-09,District Office,Yes,No,Yes,Under Verification,
APP000548,BEN005537,OFF0014,2024-08-13,Mobile Camp,Yes,No,No,Rejected,Income Above Limit
APP000549,BEN009656,OFF0065,2024-07-12,District Office,Yes,Yes,No,Pending,
APP000550,BEN009587,OFF0062,2025-03-26,CSC Center,Yes,Yes,Yes,Under Verification,
APP000551,BEN006348,OFF0085,2026-02-28,Hospital,No,No,Yes,Approved,
APP000552,BEN004483,OFF0051,2024-10-19,Hospital,No,Yes,Yes,Under Verification,
APP000553,BEN006763,OFF0078,2025-11-16,Mobile Camp,No,No,Yes,Approved,
APP000554,BEN003292,OFF0027,2025-01-29,Hospital,No,Yes,Yes,Approved,
APP000555,BEN008256,OFF0070,2024-11-12,Hospital,Yes,No,No,Approved,
APP000556,BEN009549,OFF0074,2026-02-05,District Office,No,No,Yes,Under Verification,
APP000557,BEN008565,OFF0014,2025-06-18,CSC Center,Yes,Yes,Yes,Pending,
APP000558,BEN004375,OFF0097,2025-09-11,Hospital,Yes,Yes,No,Rejected,Duplicate Application
APP000559,BEN003343,OFF0097,2026-01-09,Hospital,No,Yes,Yes,Approved,
APP000560,BEN009196,OFF0050,2025-06-07,Hospital,Yes,No,No,Approved,
APP000561,BEN006826,OFF0088,2025-09-18,Mobile Camp,Yes,Yes,No,Approved,
APP000562,BEN003328,OFF0080,2024-07-17,CSC Center,No,Yes,Yes,Rejected,Invalid Aadhaar
APP000563,BEN004820,OFF0058,2024-10-04,Online,Yes,Yes,Yes,Approved,
APP000564,BEN006181,OFF0006,2024-09-06,Mobile Camp,No,Yes,Yes,Approved,
APP000565,BEN009569,OFF0033,2026-05-26,District Office,Yes,Yes,Yes,Pending,
APP000566,BEN005286,OFF0077,2025-12-28,Mobile Camp,No,No,No,Pending,
APP000567,BEN001195,OFF0091,2026-06-12,CSC Center,Yes,Yes,Yes,Approved,
APP000568,BEN006815,OFF0070,2024-11-02,Online,No,Yes,Yes,Approved,
APP000569,BEN005438,OFF0043,2025-09-06,CSC Center,No,Yes,Yes,Approved,
APP000570,BEN005669,OFF0058,2024-08-06,Mobile Camp,Yes,Yes,No,Approved,
APP000571,BEN006249,OFF0015,2026-04-19,Mobile Camp,No,Yes,No,Approved,
APP000572,BEN008427,OFF0066,2025-04-22,Online,No,Yes,No,Approved,
APP000573,BEN008420,OFF0011,2025-10-05,CSC Center,Yes,Yes,Yes,Under Verification,
APP000574,BEN003493,OFF0088,2025-09-12,Online,Yes,No,Yes,Approved,
APP000575,BEN002520,OFF0004,2024-11-02,Hospital,Yes,Yes,Yes,Approved,
APP000576,BEN000890,OFF0023,2025-06-08,Online,Yes,No,No,Rejected,Address Mismatch
APP000577,BEN006358,OFF0058,2024-10-16,District Office,No,Yes,No,Approved,
APP000578,BEN001939,OFF0069,2024-08-11,Mobile Camp,Yes,Yes,Yes,Pending,
APP000579,BEN005861,OFF0065,2025-03-06,Hospital,Yes,No,No,Pending,
APP000580,BEN006250,OFF0051,2025-04-19,District Office,Yes,Yes,Yes,Rejected,Income Above Limit
APP000581,BEN006407,OFF0070,2026-06-08,CSC Center,No,No,Yes,Approved,
APP000582,BEN009069,OFF0072,2026-07-04,Online,Yes,No,Yes,Pending,
APP000583,BEN004993,OFF0027,2026-03-20,Hospital,Yes,No,Yes,Approved,
APP000584,BEN002638,OFF0024,2026-05-09,Hospital,Yes,Yes,Yes,Approved,
APP000585,BEN009295,OFF0007,2024-08-09,District Office,Yes,No,Yes,Rejected,Address Mismatch
APP000586,BEN004108,OFF0013,2026-06-08,Mobile Camp,No,No,No,Approved,
APP000587,BEN002101,OFF0086,2025-04-13,Online,No,Yes,Yes,Approved,
APP000588,BEN005207,OFF0063,2024-12-20,Mobile Camp,No,Yes,No,Approved,
APP000589,BEN005183,OFF0055,2025-12-21,Hospital,Yes,Yes,No,Approved,
APP000590,BEN004534,OFF0047,2025-01-19,Hospital,No,No,No,Pending,
APP000591,BEN005878,OFF0100,2025-12-10,Mobile Camp,Yes,Yes,Yes,Approved,
APP000592,BEN004598,OFF0018,2024-09-27,Hospital,Yes,Yes,Yes,Rejected,Incomplete Documents
APP000593,BEN008310,OFF0081,2025-04-10,Mobile Camp,No,Yes,Yes,Pending,
APP000594,BEN009038,OFF0034,2026-03-07,Mobile Camp,No,Yes,No,Approved,
APP000595,BEN006431,OFF0029,2025-09-17,Hospital,Yes,No,Yes,Rejected,Address Mismatch
APP000596,BEN006501,OFF0047,2026-05-27,CSC Center,Yes,Yes,No,Approved,
APP000597,BEN002609,OFF0023,2026-05-20,Mobile Camp,Yes,No,No,Approved,
APP000598,BEN000663,OFF0029,2025-05-21,Online,No,No,Yes,Rejected,Incomplete Documents
APP000599,BEN000702,OFF0086,2025-11-04,Hospital,No,No,No,Approved,
APP000600,BEN000761,OFF0006,2026-02-12,Hospital,Yes,No,No,Under Verification,
APP000601,BEN009481,OFF0070,2024-11-07,District Office,No,No,Yes,Approved,
APP000602,BEN008466,OFF0033,2026-06-29,CSC Center,No,No,No,Approved,
APP000603,BEN007977,OFF0062,2026-07-02,Mobile Camp,Yes,No,Yes,Rejected,Income Above Limit
APP000604,BEN003769,OFF0010,2025-01-09,Hospital,Yes,Yes,Yes,Approved,
APP000605,BEN002579,OFF0047,2026-05-12,Online,Yes,No,No,Approved,
APP000606,BEN001857,OFF0062,2024-11-13,District Office,Yes,Yes,No,Approved,
APP000607,BEN000368,OFF0032,2026-03-23,Mobile Camp,Yes,Yes,Yes,Pending,
APP000608,BEN009377,OFF0019,2026-03-31,Hospital,Yes,No,Yes,Pending,
APP000609,BEN004645,OFF0011,2024-11-24,Mobile Camp,No,No,Yes,Approved,
